Id,District_Name,Neighborhood_Name,Street,Weekday,Month,Day,Hour,Part_of_the_day,Mild_injuries,Serious_injuries,Victims,Vehicles_involved,Longitude,Latitude,year,Date
2017S004615    ,Sant Marti,el Camp de l'Arpa del Clot,Las Navas de Tolosa                               ,Thursday,5,25,14,Afternoon,1,0,1,3,2.185272,41.416365,2017,2017-05-25
2017S007775    ,Sant Marti,el Camp de l'Arpa del Clot,Indústria / Trinxant                              ,Wednesday,9,20,12,Morning,1,0,1,2,2.183245,41.416336,2017,2017-09-20
2017S004484    ,Sant Marti,el Camp de l'Arpa del Clot,Trinxant / Indústria                              ,Saturday,5,20,21,Afternoon,1,0,1,2,2.183245,41.416336,2017,2017-05-20
2017S010680    ,Sant Marti,el Camp de l'Arpa del Clot,Indústria                                         ,Tuesday,12,26,20,Afternoon,2,0,2,1,2.183561,41.416372,2017,2017-12-26
2017S005152    ,Sant Marti,el Camp de l'Arpa del Clot,Indústria                                         ,Monday,6,12,15,Afternoon,1,0,1,1,2.184059,41.416763,2017,2017-06-12
2017S003932    ,Sant Marti,el Camp de l'Arpa del Clot,Maragall                                          ,Wednesday,5,3,20,Afternoon,1,0,1,1,2.181225,41.413958,2017,2017-05-03
2017S010348    ,Sant Marti,el Camp de l'Arpa del Clot,Indústria                                         ,Thursday,12,14,20,Afternoon,1,0,1,2,2.18229,41.415772,2017,2017-12-14
2017S000245    ,Sant Marti,el Camp de l'Arpa del Clot,ST ANTONI M CLARET / Pg Maragall                  ,Wednesday,1,11,7,Morning,1,0,1,2,2.180453,41.41579,2017,2017-01-11
2017S005695    ,Sant Marti,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret / Guinardó               ,Friday,6,30,12,Morning,1,0,1,2,2.18114,41.416295,2017,2017-06-30
2017S007384    ,Sant Marti,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret                          ,Monday,9,4,16,Afternoon,0,1,1,2,2.176324,41.412546,2017,2017-09-04
2017S008080    ,Sant Marti,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret                          ,Saturday,9,30,19,Afternoon,1,0,1,2,2.176324,41.412546,2017,2017-09-30
2017S003439    ,Sant Marti,el Camp de l'Arpa del Clot,Còrsega / Còrsega                                 ,Monday,4,17,14,Afternoon,1,0,1,2,2.178314,41.410784,2017,2017-04-17
2017S002410    ,Sant Marti,el Camp de l'Arpa del Clot,CÒRSEGA / Dos de Maig                             ,Saturday,3,25,14,Afternoon,4,0,4,2,2.177719,41.410323,2017,2017-03-25
2017S009296    ,Sant Marti,el Camp de l'Arpa del Clot,Indústria                                         ,Thursday,11,9,22,Night,1,0,1,1,2.17674,41.411445,2017,2017-11-09
2017S010102    ,Sant Marti,el Camp de l'Arpa del Clot,Rosselló / Independència                          ,Monday,12,4,0,Night,2,0,2,2,2.1801,41.410287,2017,2017-12-04
2017S002158    ,Sant Marti,el Camp de l'Arpa del Clot,VALÈNCIA                                          ,Friday,3,17,16,Afternoon,1,0,1,2,2.184855,41.408993,2017,2017-03-17
2017S007606    ,Sant Marti,el Camp de l'Arpa del Clot,València                                          ,Thursday,9,14,14,Afternoon,1,0,1,2,2.154877,41.38621,2017,2017-09-14
2017S007805    ,Sant Marti,el Camp de l'Arpa del Clot,València / Independència                          ,Wednesday,9,20,20,Afternoon,0,1,1,2,2.183407,41.407785,2017,2017-09-20
2017S008987    ,Sant Marti,el Camp de l'Arpa del Clot,València                                          ,Monday,10,30,20,Afternoon,1,0,1,2,2.184033,41.408102,2017,2017-10-30
2017S002244    ,Sant Marti,el Camp de l'Arpa del Clot,ARAGÓ / Corunya                                   ,Monday,3,20,19,Afternoon,1,0,1,2,2.185732,41.407803,2017,2017-03-20
2017S001012    ,Sant Marti,el Camp de l'Arpa del Clot,MALLORCA                                          ,Tuesday,2,7,11,Morning,1,0,1,1,2.181775,41.408393,2017,2017-02-07
2017S009722    ,Sant Marti,el Camp de l'Arpa del Clot,Mallorca                                          ,Wednesday,11,22,20,Afternoon,1,0,1,2,2.181955,41.408529,2017,2017-11-22
2017S001895    ,Sant Marti,el Camp de l'Arpa del Clot,DOS DE MAIG / Mallorca                            ,Wednesday,3,8,12,Morning,1,0,1,2,2.181123,41.407749,2017,2017-03-08
2017S008277    ,Sant Marti,el Camp de l'Arpa del Clot,Mallorca / Dos de Maig                            ,Saturday,10,7,6,Morning,2,0,2,4,2.181123,41.407749,2017,2017-10-07
2017S004380    ,Sant Marti,el Camp de l'Arpa del Clot,València / Independència                          ,Wednesday,5,17,13,Morning,0,0,0,2,2.183407,41.407785,2017,2017-05-17
2017S001233    ,Sant Marti,el Camp de l'Arpa del Clot,VALÈNCIA                                          ,Tuesday,2,14,16,Afternoon,1,0,1,1,2.185751,41.409684,2017,2017-02-14
2017S007303    ,Sant Marti,el Camp de l'Arpa del Clot,València                                          ,Thursday,8,31,21,Afternoon,0,1,1,1,2.185811,41.40973,2017,2017-08-31
2017S007003    ,Sant Marti,el Camp de l'Arpa del Clot,Aragó / Corunya                                   ,Tuesday,8,15,18,Afternoon,1,0,1,2,2.185732,41.407803,2017,2017-08-15
2017S000893    ,Sant Marti,el Camp de l'Arpa del Clot,ARAGÓ                                             ,Thursday,2,2,9,Morning,1,0,1,2,2.18647,41.408498,2017,2017-02-02
2017S001163    ,Sant Marti,el Camp de l'Arpa del Clot,AV MERIDIANA / Aragó                              ,Saturday,2,11,15,Afternoon,1,0,1,2,2.186855,41.408523,2017,2017-02-11
2017S007277    ,Sant Marti,el Camp de l'Arpa del Clot,Independència / Enamorats                         ,Thursday,8,31,7,Morning,2,0,2,3,2.183965,41.407337,2017,2017-08-31
2017S002245    ,Sant Marti,el Clot,AV MERIDIANA / Sèquia Comtal                      ,Monday,3,20,19,Afternoon,1,0,1,1,2.186855,41.408523,2017,2017-03-20
2017S009302    ,Sant Marti,el Clot,Meridiana                                         ,Friday,11,10,11,Morning,1,0,1,1,2.187185,41.408131,2017,2017-11-10
2017S002101    ,Sant Marti,el Clot,INDEPENDÈNCIA / Aragó                             ,Wednesday,3,15,23,Night,1,0,1,1,2.18452,41.406912,2017,2017-03-15
2017S005169    ,Sant Marti,el Clot,Corts Catalanes / Glòries Catalanes               ,Tuesday,6,13,9,Morning,1,0,1,2,2.185863,41.402617,2017,2017-06-13
2017S006669    ,Sant Marti,el Clot,Corts Catalanes                                   ,Tuesday,8,1,19,Afternoon,1,0,1,2,2.188084,41.404624,2017,2017-08-01
2017S005643    ,Sant Marti,el Clot,Badajoz / Diagonal                                ,Wednesday,6,28,19,Afternoon,1,0,1,2,2.188682,41.403765,2017,2017-06-28
2017S000296    ,Sant Marti,el Clot,INDEPENDÈNCIA / Av Meridiana                      ,Thursday,1,12,12,Morning,1,0,1,2,2.186854,41.405403,2017,2017-01-12
2017S000609    ,Sant Marti,el Clot,ARAGÓ                                             ,Monday,1,23,16,Afternoon,1,0,1,2,2.185564,41.407541,2017,2017-01-23
2017S005444    ,Sant Marti,Sant Martí de Provençals,Corts Catalanes                                   ,Wednesday,6,21,19,Afternoon,1,0,1,1,2.196643,41.411561,2017,2017-06-21
2017S007332    ,Sant Marti,Sant Martí de Provençals,Corts Catalanes / Espronceda                      ,Friday,9,1,18,Afternoon,0,0,0,1,2.197063,41.411044,2017,2017-09-01
2017S000726    ,Sant Marti,Sant Martí de Provençals,RBLA GUIPÚSCOA / Espronceda                       ,Friday,1,27,17,Afternoon,2,0,2,2,2.193542,41.413696,2017,2017-01-27
2017S001891    ,Sant Marti,Sant Martí de Provençals,RBLA GUIPÚSCOA                                    ,Wednesday,3,8,10,Morning,1,0,1,2,2.194216,41.414467,2017,2017-03-08
2017S000532    ,Sant Marti,el Clot,INDEPENDÈNCIA                                     ,Friday,1,20,11,Morning,1,0,1,2,2.186061,41.405891,2017,2017-01-20
2017S006453    ,Sant Marti,el Clot,Consell de Cent / Independència                   ,Monday,7,24,15,Afternoon,1,0,1,2,2.185657,41.406065,2017,2017-07-24
2017S004345    ,Sant Marti,el Camp de l'Arpa del Clot,València                                          ,Tuesday,5,16,13,Morning,1,0,1,2,2.186425,41.40991,2017,2017-05-16
2017S000869    ,Sant Marti,el Camp de l'Arpa del Clot,AV MERIDIANA                                      ,Wednesday,2,1,18,Afternoon,1,0,1,2,2.186557,41.409004,2017,2017-02-01
2017S001562    ,Sant Marti,el Camp de l'Arpa del Clot,AV MERIDIANA                                      ,Saturday,2,25,8,Morning,1,0,1,2,2.18656,41.410613,2017,2017-02-25
2017S009772    ,Sant Marti,el Camp de l'Arpa del Clot,Meridiana / València                              ,Friday,11,24,8,Morning,2,0,2,3,2.186877,41.410354,2017,2017-11-24
2017S007600    ,Sant Marti,el Clot,Bilbao / Aragó                                    ,Wednesday,9,13,23,Night,1,0,1,5,2.191279,41.411973,2017,2017-09-13
2017S000137    ,Sant Marti,el Clot,ARAGÓ                                             ,Friday,1,6,22,Night,1,0,1,2,2.1884,41.410069,2017,2017-01-06
2017S008267    ,Sant Marti,el Clot,Corts Catalanes / Poblenou                        ,Friday,10,6,20,Afternoon,1,0,1,2,2.192552,41.407639,2017,2017-10-06
2017S007951    ,Sant Marti,el Clot,Concili de Trento / Lope de Vega                  ,Tuesday,9,26,12,Morning,1,0,1,1,2.193547,41.411987,2017,2017-09-26
2017S006854    ,Sant Marti,el Clot,Aragó / Las Navas de Tolosa                       ,Tuesday,8,8,23,Night,1,0,1,2,2.191279,41.411973,2017,2017-08-08
2017S006079    ,Sant Marti,el Clot,València                                          ,Wednesday,7,12,17,Afternoon,1,0,1,1,2.187637,41.410827,2017,2017-07-12
2017S004641    ,Sant Marti,el Clot,Lope de Vega / Concili de Trento                  ,Friday,5,26,8,Morning,1,0,1,3,2.193547,41.411987,2017,2017-05-26
2017S003623    ,Sant Marti,el Clot,Meridiana / Trinxant                              ,Sunday,4,23,11,Morning,1,0,1,2,2.186892,41.413523,2017,2017-04-23
2017S008103    ,Sant Marti,el Clot,Las Navas de Tolosa / Múrcia                      ,Sunday,10,1,21,Afternoon,2,0,2,2,2.187887,41.414538,2017,2017-10-01
2017S003940    ,Sant Marti,el Clot,Bilbao                                            ,Thursday,5,4,10,Morning,1,0,1,3,2.19303,41.410796,2017,2017-05-04
2017S006732    ,Sant Marti,la Verneda i la Pau,Concili de Trento / Extremadura                   ,Wednesday,8,2,11,Morning,1,0,1,2,2.211398,41.421881,2017,2017-08-02
2017S003914    ,Sant Marti,el Besòs i el Maresme,Litoral (Llobregat)                               ,Wednesday,5,3,11,Morning,4,0,4,2,2.221726,41.410514,2017,2017-05-03
2017S001257    ,Sant Marti,la Verneda i la Pau,RBLA PRIM / Rbla Guipúscoa                        ,Wednesday,2,15,1,Night,1,0,1,2,2.204909,41.422204,2017,2017-02-15
2017S010414    ,Sant Marti,el Besòs i el Maresme,Eduard Maristany                                  ,Saturday,12,16,18,Afternoon,1,0,1,2,2.22051,41.412138,2017,2017-12-16
2017S003078    ,Sant Marti,el Besòs i el Maresme,Prim                                              ,Monday,4,3,19,Afternoon,0,0,0,1,2.216609,41.413737,2017,2017-04-03
2017S010707    ,Sant Marti,Sant Martí de Provençals,Guipúscoa / Agricultura                           ,Wednesday,12,27,16,Afternoon,2,0,2,2,2.200363,41.418811,2017,2017-12-27
2017S009012    ,Sant Marti,Sant Martí de Provençals,Cantàbria / Concili de Trento                     ,Tuesday,10,31,19,Afternoon,1,0,1,2,2.202633,41.418803,2017,2017-10-31
2017S005997    ,Sant Marti,la Verneda i la Pau,Guipúscoa                                         ,Monday,7,10,15,Afternoon,2,0,2,1,2.201852,41.419652,2017,2017-07-10
2017S005176    ,Sant Marti,la Verneda i la Pau,Santander / Ca n'Oliva                            ,Tuesday,6,13,14,Afternoon,1,0,1,3,2.201282,41.426638,2017,2017-06-13
2017S000123    ,Sant Marti,la Verneda i la Pau,SANTANDER                                         ,Thursday,1,5,17,Afternoon,2,0,2,2,2.20173,41.42748,2017,2017-01-05
2017S005072    ,Sant Marti,la Verneda i la Pau,Santander                                         ,Friday,6,9,17,Afternoon,1,0,1,2,2.200553,41.426416,2017,2017-06-09
2017S007144    ,Sant Marti,la Verneda i la Pau,Guipúscoa                                         ,Wednesday,8,23,20,Afternoon,1,0,1,1,2.2024,41.420066,2017,2017-08-23
2017S000944    ,Sant Marti,Sant Martí de Provençals,CANTÀBRIA                                         ,Friday,2,3,20,Afternoon,1,0,1,1,2.204322,41.417325,2017,2017-02-03
2017S000612    ,Sant Marti,la Verneda i la Pau,CANTÀBRIA                                         ,Monday,1,23,18,Afternoon,1,0,1,3,2.198959,41.423403,2017,2017-01-23
2017S002424    ,Sant Marti,la Verneda i la Pau,SANTANDER                                         ,Sunday,3,26,6,Morning,1,0,1,1,2.198539,41.42411,2017,2017-03-26
2017S008874    ,Sant Marti,Provençals del Poblenou,Diagonal / Bac de Roda                            ,Thursday,10,26,21,Afternoon,1,0,1,2,2.203962,41.407568,2017,2017-10-26
2017S003235    ,Sant Marti,el Besòs i el Maresme,Prim                                              ,Friday,4,7,18,Afternoon,0,0,0,2,2.21694,41.412697,2017,2017-04-07
2017S006914    ,Sant Marti,el Besòs i el Maresme,Prim / Pujades                                    ,Friday,8,11,15,Afternoon,1,0,1,2,2.216424,41.413489,2017,2017-08-11
2017S001120    ,Sant Marti,Provençals del Poblenou,PERE IV                                           ,Friday,2,10,10,Morning,2,0,2,2,2.20713,41.414859,2017,2017-02-10
2017S004843    ,Sant Marti,el Besòs i el Maresme,Llull                                             ,Friday,6,2,6,Morning,1,0,1,1,2.216113,41.411226,2017,2017-06-02
2017S002075    ,Sant Marti,Provençals del Poblenou,SELVA DE MAR / Veneçuela                          ,Wednesday,3,15,8,Morning,2,0,2,1,2.20736,41.410118,2017,2017-03-15
2017S008856    ,Sant Marti,Provençals del Poblenou,Diagonal / Bac de Roda                            ,Thursday,10,26,8,Morning,1,0,1,1,2.203962,41.407568,2017,2017-10-26
2017S004209    ,Sant Marti,el Besòs i el Maresme,Maresme / Bolívia                                 ,Friday,5,12,0,Night,2,0,2,2,2.209648,41.416875,2017,2017-05-12
2017S008566    ,Sant Marti,el Poblenou,Ramon Turró / Ciutat de Granada                   ,Wednesday,10,18,9,Morning,3,0,3,2,2.199459,41.397299,2017,2017-10-18
2017S002006    ,Sant Marti,el Poblenou,AV LITORAL                                        ,Sunday,3,12,4,Night,1,0,1,1,2.208706,41.39742,2017,2017-03-12
2017S004941    ,Sant Marti,el Poblenou,Llull                                             ,Tuesday,6,6,9,Morning,1,0,1,2,2.19633,41.396815,2017,2017-06-06
2017S002347    ,Sant Marti,el Poblenou,LLULL / Ciutat de Granada                         ,Thursday,3,23,19,Afternoon,1,0,1,2,2.198332,41.398139,2017,2017-03-23
2017S010097    ,Sant Marti,el Poblenou,Badajoz / Icària                                  ,Sunday,12,3,13,Morning,1,0,1,2,2.200803,41.394523,2017,2017-12-03
2017S000122    ,Sant Marti,el Poblenou,RBLA PRIM / GV Corts Catalanes                    ,Thursday,1,5,19,Afternoon,0,0,0,1,2.208398,41.419569,2017,2017-01-05
2017S003738    ,Sant Marti,Provençals del Poblenou,Espronceda                                        ,Thursday,4,27,10,Morning,1,0,1,2,2.201856,41.407389,2017,2017-04-27
2017S007503    ,Sant Marti,Provençals del Poblenou,Espronceda / Perú                                 ,Saturday,9,9,15,Afternoon,2,0,2,2,2.198342,41.410089,2017,2017-09-09
2017S001061    ,Sant Marti,Provençals del Poblenou,CTRA C-31                                         ,Wednesday,2,8,17,Afternoon,0,0,0,3,2.205805,41.417384,2017,2017-02-08
2017S007904    ,Sant Marti,Provençals del Poblenou,Corts Catalanes / Bac de Roda                     ,Sunday,9,24,9,Morning,1,0,1,4,2.19819,41.411891,2017,2017-09-24
2017S010082    ,Sant Marti,Provençals del Poblenou,Espronceda / Corts Catalanes                      ,Saturday,12,2,13,Morning,0,0,0,1,2.197063,41.411044,2017,2017-12-02
2017S004702    ,Sant Marti,Provençals del Poblenou,C-31                                              ,Sunday,5,28,8,Morning,2,0,2,2,2.19735,41.411031,2017,2017-05-28
2017S008946    ,Sant Marti,Provençals del Poblenou,Marroc / Bac de Roda                              ,Sunday,10,29,17,Afternoon,1,0,1,1,2.201731,41.409239,2017,2017-10-29
2017S006672    ,Sant Marti,Provençals del Poblenou,C-31                                              ,Tuesday,8,1,21,Afternoon,1,0,1,2,2.193034,41.407835,2017,2017-08-01
2017S005878    ,Sant Marti,Provençals del Poblenou,Corts Catalanes / Selva de Mar                    ,Wednesday,7,5,16,Afternoon,0,0,0,2,2.201634,41.414447,2017,2017-07-05
2017S009684    ,Sant Marti,Provençals del Poblenou,Josep Pla / Perú                                  ,Tuesday,11,21,22,Night,1,0,1,2,2.206224,41.416095,2017,2017-11-21
2017S001113    ,Sant Marti,Provençals del Poblenou,BILBAO / GV Corts Catalanes                       ,Friday,2,10,9,Morning,1,0,1,1,2.194859,41.409289,2017,2017-02-10
2017S003816    ,Sant Marti,Provençals del Poblenou,Perú / Selva de Mar                               ,Saturday,4,29,14,Afternoon,1,0,1,2,2.202894,41.413519,2017,2017-04-29
2017S005995    ,Sant Marti,Provençals del Poblenou,Perú                                              ,Monday,7,10,14,Afternoon,1,0,1,1,2.205048,41.414983,2017,2017-07-10
2017S000591    ,Sant Marti,Provençals del Poblenou,SELVA DE MAR / GV Corts Catalanes                 ,Sunday,1,22,19,Afternoon,1,0,1,1,2.201634,41.414447,2017,2017-01-22
2017S001862    ,Sant Marti,Provençals del Poblenou,PERE IV / Fluvià                                  ,Tuesday,3,7,9,Morning,1,0,1,2,2.203038,41.40997,2017,2017-03-07
2017S003392    ,Sant Marti,Provençals del Poblenou,Veneçuela / Selva de Mar                          ,Friday,4,14,11,Morning,1,0,1,2,2.20736,41.410118,2017,2017-04-14
2017S007682    ,Sant Marti,Provençals del Poblenou,Diagonal / Bilbao                                 ,Saturday,9,16,22,Night,1,0,1,2,2.198352,41.40669,2017,2017-09-16
2017S004402    ,Sant Marti,Provençals del Poblenou,Perú / Poblenou                                   ,Thursday,5,18,10,Morning,1,0,1,2,2.193796,41.406675,2017,2017-05-18
2017S001437    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,PROVENÇALS / Pujades                              ,Tuesday,2,21,8,Morning,1,0,1,1,2.208511,41.40754,2017,2017-02-21
2017S009997    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda / Diagonal                            ,Thursday,11,30,19,Afternoon,2,0,2,2,2.20452,41.407344,2017,2017-11-30
2017S004372    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,Wednesday,5,17,9,Morning,1,0,1,1,2.210245,41.404509,2017,2017-05-17
2017S004224    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,Friday,5,12,12,Morning,0,0,0,2,2.209333,41.403729,2017,2017-05-12
2017S003904    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Diagonal                                          ,Wednesday,5,3,7,Morning,1,0,1,1,2.209629,41.40958,2017,2017-05-03
2017S005550    ,Sant Marti,el Poblenou,Bilbao / Ramon Turró                              ,Sunday,6,25,20,Afternoon,3,0,3,4,2.205233,41.401617,2017,2017-06-25
2017S003533    ,Sant Marti,el Poblenou,Tànger / Poblenou                                 ,Thursday,4,20,17,Afternoon,1,0,1,1,2.196057,41.404944,2017,2017-04-20
2017S007185    ,Sant Marti,el Poblenou,Antic de València                                 ,Saturday,8,26,9,Morning,0,0,0,1,2.202391,41.406085,2017,2017-08-26
2017S003838    ,Sant Marti,el Poblenou,Pujades                                           ,Sunday,4,30,11,Morning,2,0,2,3,2.200855,41.401938,2017,2017-04-30
2017S008465    ,Sant Marti,el Poblenou,Litoral (Besòs)                                   ,Saturday,10,14,18,Afternoon,2,0,2,2,2.204611,41.393827,2017,2017-10-14
2017S003629    ,Sant Marti,el Poblenou,Litoral (Besòs)                                   ,Sunday,4,23,15,Afternoon,5,0,5,5,2.2018,41.392004,2017,2017-04-23
2017S004526    ,Sant Marti,el Poblenou,Litoral (Llobregat)                               ,Monday,5,22,9,Morning,1,0,1,2,2.205981,41.395376,2017,2017-05-22
2017S002436    ,Sant Marti,el Poblenou,RDA LITORAL(LLOBRE                                ,Monday,3,27,8,Morning,1,0,1,2,2.203103,41.393092,2017,2017-03-27
2017S003016    ,Sant Marti,el Parc i la Llacuna del Poblenou,Buenaventura Muñoz / Meridiana                    ,Saturday,4,1,18,Afternoon,1,0,1,2,2.186869,41.393129,2017,2017-04-01
2017S003290    ,Sant Marti,el Parc i la Llacuna del Poblenou,Marina / Llull                                    ,Monday,4,10,15,Afternoon,2,0,2,2,2.190224,41.392273,2017,2017-04-10
2017S004342    ,Sant Marti,el Parc i la Llacuna del Poblenou,Almogàvers / Sardenya                             ,Tuesday,5,16,12,Morning,1,0,1,2,2.185805,41.393971,2017,2017-05-16
2017S006013    ,Sant Marti,el Parc i la Llacuna del Poblenou,Marina / Buenaventura Muñoz                       ,Tuesday,7,11,9,Morning,1,0,1,1,2.187949,41.393957,2017,2017-07-11
2017S000456    ,Sant Marti,el Parc i la Llacuna del Poblenou,ALMOGÀVERS                                        ,Tuesday,1,17,14,Afternoon,1,0,1,2,2.189735,41.396734,2017,2017-01-17
2017S007632    ,Sant Marti,el Parc i la Llacuna del Poblenou,Castillejos / Meridiana                           ,Friday,9,15,9,Morning,1,0,1,2,2.186951,41.399893,2017,2017-09-15
2017S005194    ,Sant Marti,el Parc i la Llacuna del Poblenou,Llull / Zamora                                    ,Tuesday,6,13,21,Afternoon,1,0,1,2,2.192547,41.393928,2017,2017-06-13
2017S009929    ,Sant Marti,el Parc i la Llacuna del Poblenou,Buenaventura Muñoz / Meridiana                    ,Tuesday,11,28,18,Afternoon,1,0,1,2,2.186869,41.393129,2017,2017-11-28
2017S010245    ,Sant Marti,el Parc i la Llacuna del Poblenou,Glòries Catalanes                                 ,Monday,12,11,10,Morning,1,0,1,2,2.188033,41.402572,2017,2017-12-11
2017S005770    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Monday,7,3,16,Afternoon,1,0,1,2,2.20964,41.400669,2017,2017-07-03
2017S007662    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària / Provençals                         ,Friday,9,15,23,Night,0,0,0,1,2.213772,41.403526,2017,2017-09-15
2017S010115    ,Sant Marti,el Parc i la Llacuna del Poblenou,Diagonal / Ciutat de Granada                      ,Monday,12,4,14,Afternoon,1,0,1,2,2.190367,41.404181,2017,2017-12-04
2017S008757    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Sunday,10,22,15,Afternoon,1,0,1,2,2.21088,41.400104,2017,2017-10-22
2017S008323    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Saturday,7,15,13,Morning,2,0,2,2,2.215322,41.404969,2017,2017-07-15
2017S007902    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Sunday,9,24,4,Night,1,0,1,1,2.218669,41.407651,2017,2017-09-24
2017S010551    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Thursday,12,21,2,Night,2,0,2,1,2.222171,41.411355,2017,2017-12-21
2017S005323    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Josep Pla / Garcia Fària                          ,Saturday,6,17,22,Night,2,0,2,2,2.218332,41.406911,2017,2017-06-17
2017S006639    ,Sant Marti,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Monday,7,31,8,Morning,1,0,1,2,2.194493,41.399488,2017,2017-07-31
2017S006839    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,B-10 (Llobregat)                                  ,Tuesday,8,8,13,Morning,2,0,2,1,2.217908,41.405822,2017,2017-08-08
2017S008561    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Wednesday,10,18,7,Morning,0,0,0,2,2.217908,41.405822,2017,2017-10-18
2017S009139    ,Sant Marti,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Saturday,11,4,20,Afternoon,3,0,3,2,2.193389,41.40004,2017,2017-11-04
2017S004670    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Friday,5,26,21,Afternoon,2,0,2,2,2.214286,41.40257,2017,2017-05-26
2017S005668    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Thursday,6,29,19,Afternoon,1,0,1,2,2.201548,41.391097,2017,2017-06-29
2017S008675    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda                                       ,Friday,10,20,17,Afternoon,1,0,1,2,2.211126,41.401901,2017,2017-10-20
2017S010420    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Saturday,12,16,19,Afternoon,1,0,1,2,2.213735,41.402829,2017,2017-12-16
2017S002461    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,CTRA B-10 (LLOBRE)                                ,Tuesday,3,28,7,Morning,1,0,1,2,2.213735,41.402829,2017,2017-03-28
2017S009070    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Friday,11,3,7,Morning,1,0,1,2,2.21288,41.402187,2017,2017-11-03
2017S006098    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Llevant / Diagonal                                ,Thursday,7,13,12,Morning,1,0,1,2,2.219305,41.411328,2017,2017-07-13
2017S004792    ,Sant Marti,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Wednesday,5,31,13,Morning,2,0,2,2,2.190701,41.402084,2017,2017-05-31
2017S002477    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Tuesday,3,28,15,Afternoon,1,0,1,2,2.214758,41.403345,2017,2017-03-28
2017S000327    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Friday,1,13,14,Afternoon,3,0,3,4,2.217285,41.4053,2017,2017-01-13
2017S001205    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(LLOBRE                                ,Monday,2,13,18,Afternoon,1,0,1,2,2.218003,41.406044,2017,2017-02-13
2017S001333    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Friday,2,17,14,Afternoon,4,0,4,4,2.21559,41.404004,2017,2017-02-17
2017S007492    ,Sant Marti,el Parc i la Llacuna del Poblenou,Àlaba / Almogàvers                                ,Saturday,9,9,0,Night,1,0,1,2,2.191556,41.398217,2017,2017-09-09
2017S005303    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària / Bac de Roda                        ,Saturday,6,17,20,Afternoon,1,0,1,2,2.211511,41.401814,2017,2017-06-17
2017S000604    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,RAMON TURRÓ / Ferrers                             ,Monday,1,23,10,Morning,1,0,1,2,2.21028,41.405466,2017,2017-01-23
2017S000982    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,SELVA DE MAR / Pg Taulat                          ,Monday,2,6,7,Morning,1,0,1,2,2.213302,41.405646,2017,2017-02-06
2017S004394    ,Ciutat Vella,el Raval,Josep Carner / Drassanes                          ,Thursday,5,18,0,Night,3,0,3,2,2.176656,41.374429,2017,2017-05-18
2017S009532    ,Ciutat Vella,el Raval,Carme                                             ,Thursday,11,16,20,Afternoon,1,0,1,1,2.167196,41.380288,2017,2017-11-16
2017S005486    ,Ciutat Vella,el Raval,Nou de la Rambla                                  ,Friday,6,23,1,Night,1,0,1,1,2.170537,41.375415,2017,2017-06-23
