Id,District_Name,Neighborhood_Name,Street,Weekday,Month,Day,Hour,Part_of_the_day,Mild_injuries,Serious_injuries,Victims,Vehicles_involved,Longitude,Latitude,year,Date
2017S001744    ,Sant Marti,el Parc i la Llacuna del Poblenou,LLACUNA / GV Corts Catalanes                      ,Friday,3,3,7,Morning,1,0,1,2,2.19141,41.406811,2017,2017-03-03
2017S008729    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral / Josep Pla                               ,Sunday,10,22,10,Morning,1,0,1,1,2.218332,41.406911,2017,2017-10-22
2017S003167    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària / Josep Pla                          ,Wednesday,4,5,19,Afternoon,1,0,1,1,2.218332,41.406911,2017,2017-04-05
2017S004653    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Besòs)                                   ,Friday,5,26,14,Afternoon,2,0,2,3,2.213901,41.402704,2017,2017-05-26
2017S005534    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària / Selva de Mar                       ,Sunday,6,25,20,Afternoon,1,0,1,1,2.214957,41.404408,2017,2017-06-25
2017S007502    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Besòs)                                   ,Saturday,9,9,8,Morning,0,0,0,1,2.215527,41.403945,2017,2017-09-09
2017S006912    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Friday,8,11,14,Afternoon,1,0,1,2,2.21088,41.400104,2017,2017-08-11
2017S005085    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Besòs)                                   ,Saturday,6,10,1,Night,0,2,2,1,2.209741,41.399442,2017,2017-06-10
2017S004713    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,B-10 (Besòs)                                      ,Monday,5,29,7,Morning,1,0,1,3,2.211313,41.400796,2017,2017-05-29
2017S000366    ,Sant Marti,el Parc i la Llacuna del Poblenou,GV CORTS CATALANES                                ,Saturday,1,14,14,Afternoon,1,0,1,2,2.189613,41.405098,2017,2017-01-14
2017S010691    ,Sant Marti,el Parc i la Llacuna del Poblenou,Roc Boronat / Diagonal                            ,Wednesday,12,27,8,Morning,1,0,1,1,2.192323,41.404493,2017,2017-12-27
2017S001214    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,PG TAULAT / Espronceda                            ,Tuesday,2,14,1,Night,1,0,1,2,2.20893,41.40208,2017,2017-02-14
2017S002534    ,Sant Marti,el Parc i la Llacuna del Poblenou,BOLÍVIA / Àvila                                   ,Thursday,3,30,9,Morning,1,0,1,2,2.189299,41.401576,2017,2017-03-30
2017S006388    ,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar                                      ,Friday,7,21,15,Afternoon,1,0,1,3,2.212923,41.405692,2017,2017-07-21
2017S009430    ,Sant Marti,el Parc i la Llacuna del Poblenou,Corts Catalanes / Glòries Catalanes               ,Tuesday,11,14,9,Morning,1,0,1,2,2.185863,41.402617,2017,2017-11-14
2017S006157    ,Sant Marti,el Parc i la Llacuna del Poblenou,Diagonal                                          ,Friday,7,14,18,Afternoon,1,0,1,1,2.191088,41.404085,2017,2017-07-14
2017S007041    ,Sant Marti,el Parc i la Llacuna del Poblenou,Diagonal                                          ,Thursday,8,17,16,Afternoon,2,0,2,2,2.190543,41.404456,2017,2017-08-17
2017S006048    ,Ciutat Vella,el Raval,Drassanes / Josep Carner                          ,Tuesday,7,11,23,Night,1,0,1,2,2.176656,41.374429,2017,2017-07-11
2017S006618    ,Ciutat Vella,el Raval,Raval                                             ,Sunday,7,30,13,Morning,0,0,0,1,2.168789,41.379569,2017,2017-07-30
2017S004652    ,Ciutat Vella,el Raval,Sant Pau / Sant Antoni Abat                       ,Friday,5,26,14,Afternoon,2,0,2,2,2.163143,41.378668,2017,2017-05-26
2017S003396    ,Ciutat Vella,el Raval,Pere Coromines / Sant Oleguer                     ,Friday,4,14,15,Afternoon,2,0,2,1,2.171605,41.377202,2017,2017-04-14
2017S009760    ,Ciutat Vella,el Raval,Paral·lel / Sant Pau                              ,Thursday,11,23,21,Afternoon,1,0,1,2,2.167733,41.374962,2017,2017-11-23
2017S001772    ,Ciutat Vella,el Raval,AV PARAL·LEL / Nou de la Rambla                   ,Saturday,3,4,0,Night,0,2,2,1,2.170003,41.374971,2017,2017-03-04
2017S006284    ,Ciutat Vella,el Raval,Sant Pau                                          ,Tuesday,7,18,20,Afternoon,1,0,1,1,2.172961,41.380418,2017,2017-07-18
2017S006007    ,Ciutat Vella,el Raval,Portal de Santa Madrona / Drassanes               ,Monday,7,10,22,Night,1,0,1,2,2.175424,41.376237,2017,2017-07-10
2017S003849    ,Sant Marti,la Vila Olímpica del Poblenou,Doctor Trueta                                     ,Monday,5,1,2,Night,0,0,0,3,2.196844,41.393515,2017,2017-05-01
2017S010176    ,Sant Marti,la Vila Olímpica del Poblenou,Voluntaris Olímpics / Marina                      ,Wednesday,12,6,6,Morning,1,0,1,1,2.195947,41.388026,2017,2017-12-06
2017S004379    ,Sant Marti,la Vila Olímpica del Poblenou,B-10 (Llobregat)                                  ,Wednesday,5,17,13,Morning,2,0,2,2,2.199695,41.39055,2017,2017-05-17
2017S004548    ,Sant Marti,la Vila Olímpica del Poblenou,Marina / Ramon Turró                              ,Wednesday,4,19,13,Morning,1,0,1,2,2.191485,41.391334,2017,2017-04-19
2017S005175    ,Ciutat Vella,el Raval,Rambla                                            ,Tuesday,6,13,11,Morning,0,0,0,1,2.176455,41.376735,2017,2017-06-13
2017S004012    ,Sant Marti,la Vila Olímpica del Poblenou,Voluntaris Olímpics                               ,Saturday,5,6,16,Afternoon,2,0,2,2,2.196178,41.387797,2017,2017-05-06
2017S006603    ,Sant Marti,la Vila Olímpica del Poblenou,Voluntaris Olímpics / Litoral                     ,Saturday,7,29,15,Afternoon,1,0,1,2,2.195947,41.388026,2017,2017-07-29
2017S008670    ,Sant Marti,la Vila Olímpica del Poblenou,Voluntaris Olímpics / Litoral                     ,Friday,10,20,14,Afternoon,1,0,1,2,2.195947,41.388026,2017,2017-10-20
2017S002482    ,Sant Marti,la Vila Olímpica del Poblenou,AV LITORAL                                        ,Tuesday,3,28,15,Afternoon,1,0,1,2,2.201548,41.391097,2017,2017-03-28
2017S000283    ,Sant Marti,la Vila Olímpica del Poblenou,RAMON TRIAS FARGAS / Moscou                       ,Thursday,1,12,9,Morning,1,0,1,2,2.194176,41.387636,2017,2017-01-12
2017S008205    ,Sant Marti,la Vila Olímpica del Poblenou,Marítim del Bogatell                              ,Tuesday,10,3,20,Afternoon,0,1,1,2,2.206738,41.394574,2017,2017-10-03
2017S005759    ,Sant Marti,la Vila Olímpica del Poblenou,Zamora / Llull                                    ,Monday,7,3,10,Morning,2,0,2,2,2.192547,41.393928,2017,2017-07-03
2017S006250    ,Ciutat Vella,el Barri Gòtic,Laietana                                          ,Monday,7,17,23,Night,2,0,2,2,2.17954,41.383496,2017,2017-07-17
2017S006402    ,Ciutat Vella,el Barri Gòtic,Laietana                                          ,Saturday,7,22,1,Night,2,0,2,3,2.179094,41.38355,2017,2017-07-22
2017S004891    ,Ciutat Vella,el Barri Gòtic,Colom                                             ,Saturday,6,3,13,Morning,0,0,0,2,2.181393,41.380916,2017,2017-06-03
2017S002356    ,Ciutat Vella,el Barri Gòtic,PL REIAL                                          ,Friday,3,24,8,Morning,0,0,0,1,2.174959,41.380412,2017,2017-03-24
2017S003208    ,Ciutat Vella,el Barri Gòtic,Colom                                             ,Thursday,4,6,21,Afternoon,1,0,1,2,2.179821,41.378816,2017,2017-04-06
2017S006764    ,Ciutat Vella,el Barri Gòtic,Catalunya                                         ,Friday,8,4,18,Afternoon,2,0,2,3,2.171421,41.386633,2017,2017-08-04
2017S010211    ,Ciutat Vella,el Barri Gòtic,Catalunya                                         ,Saturday,12,9,7,Morning,1,0,1,1,2.171148,41.386417,2017,2017-12-09
2017S004926    ,Ciutat Vella,el Barri Gòtic,Rambla                                            ,Monday,6,5,13,Morning,0,0,0,1,2.177023,41.376901,2017,2017-06-05
2017S007109    ,Ciutat Vella,el Barri Gòtic,Portal de la Pau                                  ,Tuesday,8,22,0,Night,2,0,2,1,2.176835,41.375294,2017,2017-08-22
2017S005328    ,Ciutat Vella,el Barri Gòtic,Avinyó                                            ,Sunday,6,18,0,Night,1,0,1,2,2.177332,41.380828,2017,2017-06-18
2017S001959    ,Ciutat Vella,el Barri Gòtic,ÀNGEL J. BAIXERAS                                 ,Friday,3,10,8,Morning,1,0,1,1,2.180517,41.381976,2017,2017-03-10
2017S000966    ,Ciutat Vella,el Barri Gòtic,PL ANTONIO LÓPEZ                                  ,Sunday,2,5,6,Morning,0,0,0,1,2.181411,41.381533,2017,2017-02-05
2017S005342    ,Ciutat Vella,el Barri Gòtic,Rambla                                            ,Sunday,6,18,19,Afternoon,1,0,1,2,2.1747,41.379815,2017,2017-06-18
2017S003554    ,Ciutat Vella,el Barri Gòtic,Litoral (Besòs)                                   ,Friday,4,21,10,Morning,2,0,2,4,2.2018,41.392004,2017,2017-04-21
2017S002162    ,Ciutat Vella,el Raval,MONTALEGRE                                        ,Friday,3,17,17,Afternoon,1,0,1,1,2.167466,41.383443,2017,2017-03-17
2017S008211    ,Ciutat Vella,el Raval,Ramelleres / Tallers                              ,Thursday,10,5,9,Morning,0,0,0,1,2.168067,41.38484,2017,2017-10-05
2017S005961    ,Ciutat Vella,el Raval,Castella                                          ,Sunday,7,9,4,Night,0,0,0,1,2.164858,41.384793,2017,2017-07-09
2017S000342    ,Ciutat Vella,el Barri Gòtic,FERRAN                                            ,Friday,1,13,17,Afternoon,0,0,0,1,2.176728,41.382436,2017,2017-01-13
2017S010060    ,Ciutat Vella,el Raval,Pelai                                             ,Friday,12,1,18,Afternoon,2,0,2,1,2.165281,41.38577,2017,2017-12-01
2017S004734    ,Ciutat Vella,el Raval,Pelai                                             ,Monday,5,29,19,Afternoon,1,0,1,2,2.165437,41.385956,2017,2017-05-29
2017S009565    ,Ciutat Vella,el Raval,Pelai / Gravina                                   ,Friday,11,17,17,Afternoon,1,0,1,2,2.165814,41.385829,2017,2017-11-17
2017S006525    ,Ciutat Vella,el Barri Gòtic,Àngel J. Baixeras                                 ,Wednesday,7,26,16,Afternoon,1,0,1,2,2.180722,41.382223,2017,2017-07-26
2017S009183    ,Ciutat Vella,el Barri Gòtic,Bisbe                                             ,Tuesday,11,7,9,Morning,1,0,1,1,2.175581,41.383855,2017,2017-11-07
2017S006986    ,Ciutat Vella,el Raval,Rambla                                            ,Monday,8,14,23,Night,0,0,0,2,2.172518,41.381722,2017,2017-08-14
2017S000186    ,Ciutat Vella,el Raval,LLUNA                                             ,Monday,1,9,12,Morning,0,0,0,1,2.166382,41.38087,2017,2017-01-09
2017S005958    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso / Princesa                                ,Sunday,7,9,0,Night,1,0,1,2,2.183229,41.387553,2017,2017-07-09
2017S004643    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades                                           ,Friday,5,26,11,Morning,1,0,1,1,2.183106,41.388326,2017,2017-05-26
2017S001472    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",PG ISABEL II / Pla Palau                          ,Wednesday,2,22,12,Morning,1,0,1,2,2.183262,41.38258,2017,2017-02-22
2017S003491    ,Ciutat Vella,la Barceloneta,Sant Miquel / Escuder                             ,Wednesday,4,19,14,Afternoon,0,0,0,2,2.18842,41.379496,2017,2017-04-19
2017S008399    ,Ciutat Vella,la Barceloneta,Litoral (Besòs)                                   ,Wednesday,10,11,17,Afternoon,2,0,2,2,2.18401,41.380974,2017,2017-10-11
2017S010739    ,Ciutat Vella,la Barceloneta,Doctor Aiguader                                   ,Thursday,12,28,20,Afternoon,2,0,2,2,2.187644,41.382492,2017,2017-12-28
2017S007059    ,Ciutat Vella,la Barceloneta,Doctor Aiguader                                   ,Friday,8,18,14,Afternoon,1,0,1,3,2.187019,41.382208,2017,2017-08-18
2017S003543    ,Ciutat Vella,la Barceloneta,Litoral (Besòs)                                   ,Thursday,4,20,19,Afternoon,0,0,0,2,2.2018,41.392004,2017,2017-04-20
2017S007557    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso / Princesa                                ,Tuesday,9,12,15,Afternoon,1,0,1,2,2.183229,41.387553,2017,2017-09-12
2017S003336    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso                                           ,Wednesday,4,12,15,Afternoon,2,0,2,2,2.183372,41.387154,2017,2017-04-12
2017S005183    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Circumval·lació / Wellington                      ,Monday,6,12,19,Afternoon,2,0,2,3,2.192509,41.387168,2017,2017-06-12
2017S009855    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Sota Muralla / Antonio López                      ,Monday,11,27,1,Night,2,0,2,2,2.183983,41.381544,2017,2017-11-27
2017S007311    ,Ciutat Vella,el Barri Gòtic,Laietana                                          ,Friday,9,1,8,Morning,1,0,1,2,2.174926,41.386697,2017,2017-09-01
2017S006903    ,Ciutat Vella,el Barri Gòtic,Laietana                                          ,Thursday,8,10,23,Night,1,0,1,3,2.174926,41.386697,2017,2017-08-10
2017S006538    ,Ciutat Vella,el Barri Gòtic,Laietana                                          ,Thursday,7,27,5,Night,1,0,1,1,2.173553,41.387734,2017,2017-07-27
2017S004365    ,Ciutat Vella,la Barceloneta,Litoral / Ramon Trias Fargas                      ,Wednesday,5,17,6,Morning,5,0,5,2,2.195364,41.386727,2017,2017-05-17
2017S008815    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat)                               ,Wednesday,10,25,7,Morning,1,0,1,2,2.182748,41.380867,2017,2017-10-25
2017S004662    ,Ciutat Vella,la Barceloneta,Marítim de la Barceloneta                         ,Friday,5,26,18,Afternoon,1,0,1,1,2.191274,41.377746,2017,2017-05-26
2017S004149    ,Ciutat Vella,la Barceloneta,Salvador Espriu / Ramon Trias Fargas              ,Wednesday,5,10,2,Night,0,0,0,2,2.194805,41.387167,2017,2017-05-10
2017S005333    ,Ciutat Vella,la Barceloneta,Salvat Papasseit                                  ,Sunday,6,18,15,Afternoon,1,0,1,2,2.190732,41.383453,2017,2017-06-18
2017S007515    ,Ciutat Vella,la Barceloneta,Mar                                               ,Sunday,9,10,0,Night,1,0,1,1,2.189045,41.377098,2017,2017-09-10
2017S007169    ,Ciutat Vella,la Barceloneta,Doctor Aiguader / Pinzón                          ,Friday,8,25,15,Afternoon,1,0,1,2,2.189434,41.383657,2017,2017-08-25
2017S008233    ,Ciutat Vella,la Barceloneta,Voluntaris Olímpics / Litoral                     ,Tuesday,10,3,20,Afternoon,1,0,1,1,2.195947,41.388026,2017,2017-10-03
2017S003381    ,Ciutat Vella,la Barceloneta,Salvador Espriu / Voluntaris Olímpics             ,Thursday,4,13,19,Afternoon,1,0,1,1,2.195947,41.388026,2017,2017-04-13
2017S003097    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat)                               ,Tuesday,4,4,9,Morning,1,0,1,3,2.2018,41.392004,2017,2017-04-04
2017S007099    ,Ciutat Vella,la Barceloneta,Salvador Espriu / Ramon Trias Fargas              ,Monday,8,21,7,Morning,1,0,1,2,2.194805,41.387167,2017,2017-08-21
2017S010465    ,Ciutat Vella,la Barceloneta,Sant Carles / Salamanca                           ,Monday,12,18,17,Afternoon,3,0,3,2,2.191207,41.379551,2017,2017-12-18
2017S004791    ,Ciutat Vella,la Barceloneta,Pau Vila                                          ,Wednesday,5,31,18,Afternoon,1,0,1,2,2.185848,41.381808,2017,2017-05-31
2017S003621    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades / Lluís Companys                          ,Sunday,4,23,7,Morning,2,0,2,2,2.18304,41.388628,2017,2017-04-23
2017S003007    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades / Roger de Flor                           ,Saturday,4,1,11,Morning,1,0,1,2,2.184576,41.389759,2017,2017-04-01
2017S005059    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Vilanova                                          ,Friday,6,9,12,Morning,1,0,1,1,2.181186,41.391866,2017,2017-06-09
2017S009696    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Llàstics / Marquilles                             ,Wednesday,11,22,10,Morning,2,0,2,2,2.179882,41.388104,2017,2017-11-22
2017S006297    ,Eixample,Sant Antoni,Corts Catalanes / Vilamarí                        ,Wednesday,7,19,9,Morning,1,0,1,2,2.15178,41.377044,2017,2017-07-19
2017S006774    ,Eixample,Sant Antoni,Vilamarí / Paral·lel                              ,Saturday,8,5,8,Morning,1,0,1,1,2.154167,41.375,2017,2017-08-05
2017S006100    ,Eixample,Sant Antoni,Rocafort / Sepúlveda                              ,Thursday,7,13,13,Morning,1,0,1,1,2.155303,41.377779,2017,2017-07-13
2017S006381    ,Eixample,Sant Antoni,Paral·lel / Tamarit                               ,Friday,7,21,15,Afternoon,2,0,2,2,2.156432,41.374991,2017,2017-07-21
2017S008550    ,Eixample,Sant Antoni,Sepúlveda / Vilamarí                              ,Tuesday,10,17,21,Afternoon,1,0,1,2,2.153041,41.376085,2017,2017-10-17
2017S009522    ,Eixample,Sant Antoni,Corts Catalanes / Rocafort                        ,Thursday,11,16,15,Afternoon,1,0,1,2,2.154035,41.37874,2017,2017-11-16
2017S010521    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana / Antoni Maura                           ,Wednesday,12,20,9,Morning,1,0,1,2,2.176959,41.385301,2017,2017-12-20
2017S007229    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Antoni Maura / Laietana                           ,Tuesday,8,29,10,Morning,1,0,1,2,2.176959,41.385301,2017,2017-08-29
2017S008579    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Corders                                           ,Monday,10,16,11,Morning,1,0,1,1,2.179461,41.385378,2017,2017-10-16
2017S000602    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",GIRALT PELLISSER                                  ,Monday,1,23,7,Morning,0,0,0,1,2.178535,41.386642,2017,2017-01-23
2017S004959    ,Eixample,la Nova Esquerra de l'Eixample,Comte Borrell / Diputació                         ,Tuesday,6,6,16,Afternoon,1,0,1,2,2.156193,41.382233,2017,2017-06-06
2017S008001    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca / Viladomat                              ,Thursday,9,28,12,Morning,1,0,1,2,2.150539,41.384784,2017,2017-09-28
2017S004468    ,Eixample,la Nova Esquerra de l'Eixample,Roma / Calàbria                                   ,Saturday,5,20,8,Morning,1,0,1,2,2.15008,41.383418,2017,2017-05-20
2017S008634    ,Eixample,la Nova Esquerra de l'Eixample,Aragó / Calàbria                                  ,Thursday,10,19,18,Afternoon,1,0,1,3,2.151664,41.382226,2017,2017-10-19
2017S007296    ,Eixample,la Nova Esquerra de l'Eixample,Roma                                              ,Thursday,8,31,15,Afternoon,1,0,1,2,2.15211,41.384607,2017,2017-08-31
2017S005220    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Comte d'Urgell                  ,Wednesday,6,14,19,Afternoon,1,0,1,2,2.158561,41.382137,2017,2017-06-14
2017S009986    ,Eixample,la Nova Esquerra de l'Eixample,Entença / Provença                                ,Thursday,11,30,13,Morning,1,0,1,2,2.146028,41.383069,2017,2017-11-30
2017S005214    ,Eixample,la Nova Esquerra de l'Eixample,Nicaragua / Provença                              ,Wednesday,6,14,14,Afternoon,1,0,1,2,2.143776,41.381373,2017,2017-06-14
2017S009921    ,Eixample,la Nova Esquerra de l'Eixample,Aragó / Viladomat                                 ,Tuesday,11,28,17,Afternoon,1,0,1,2,2.152804,41.383075,2017,2017-11-28
2017S000475    ,Eixample,la Nova Esquerra de l'Eixample,CALÀBRIA / Av Roma                                ,Tuesday,1,17,22,Night,1,0,1,2,2.15008,41.383418,2017,2017-01-17
2017S001837    ,Eixample,la Nova Esquerra de l'Eixample,MALLORCA / Calàbria                               ,Monday,3,6,10,Morning,1,0,1,2,2.1494,41.383924,2017,2017-03-06
2017S000329    ,Eixample,la Nova Esquerra de l'Eixample,ARAGÓ                                             ,Friday,1,13,13,Morning,1,0,1,3,2.152581,41.382779,2017,2017-01-13
2017S002222    ,Eixample,la Nova Esquerra de l'Eixample,ARAGÓ                                             ,Monday,3,20,9,Morning,1,0,1,2,2.153005,41.383373,2017,2017-03-20
2017S010296    ,Eixample,la Nova Esquerra de l'Eixample,Aragó / Comte Borrell                             ,Wednesday,12,13,7,Morning,1,0,1,2,2.153952,41.383936,2017,2017-12-13
2017S003746    ,Eixample,la Nova Esquerra de l'Eixample,Consell de Cent / Rocafort                        ,Thursday,4,27,15,Afternoon,0,0,0,2,2.151661,41.380528,2017,2017-04-27
2017S003054    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes                                   ,Sunday,4,2,21,Afternoon,0,1,1,3,2.154713,41.379561,2017,2017-04-02
2017S001737    ,Eixample,la Nova Esquerra de l'Eixample,GV CORTS CATALANES / Comte d'Urgell               ,Thursday,3,2,19,Afternoon,3,0,3,2,2.158561,41.382137,2017,2017-03-02
2017S006665    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes                                   ,Tuesday,8,1,16,Afternoon,1,0,1,2,2.15637,41.380114,2017,2017-08-01
2017S003999    ,Eixample,la Nova Esquerra de l'Eixample,Aragó / Rocafort                                  ,Friday,5,5,18,Afternoon,2,0,2,2,2.150539,41.381379,2017,2017-05-05
2017S000119    ,Eixample,la Nova Esquerra de l'Eixample,AV ROMA                                           ,Thursday,1,5,16,Afternoon,1,0,1,2,2.146261,41.382059,2017,2017-01-05
2017S006363    ,Eixample,la Nova Esquerra de l'Eixample,Aragó                                             ,Thursday,7,20,20,Afternoon,1,0,1,2,2.148679,41.379839,2017,2017-07-20
2017S008792    ,Eixample,la Nova Esquerra de l'Eixample,Entença / Rosselló                                ,Tuesday,10,24,12,Morning,1,0,1,2,2.144892,41.383925,2017,2017-10-24
2017S004951    ,Eixample,la Nova Esquerra de l'Eixample,Roma / Vilamarí                                   ,Tuesday,6,6,14,Afternoon,1,0,1,2,2.145759,41.381586,2017,2017-06-06
2017S006892    ,Eixample,la Nova Esquerra de l'Eixample,Entença / Roma                                    ,Thursday,8,10,18,Afternoon,1,0,1,1,2.14719,41.38219,2017,2017-08-10
2017S007594    ,Eixample,la Nova Esquerra de l'Eixample,Entença / Josep Tarradellas                       ,Wednesday,9,13,19,Afternoon,1,0,1,2,2.142628,41.385659,2017,2017-09-13
2017S008839    ,Eixample,la Nova Esquerra de l'Eixample,Aragó / Vilamarí                                  ,Wednesday,10,25,17,Afternoon,1,0,1,2,2.148281,41.379678,2017,2017-10-25
2017S005693    ,Eixample,la Nova Esquerra de l'Eixample,Aragó / Rocafort                                  ,Friday,6,30,12,Morning,1,0,1,2,2.150539,41.381379,2017,2017-06-30
2017S004746    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Entença                         ,Tuesday,5,30,9,Morning,1,0,1,4,2.152903,41.377876,2017,2017-05-30
2017S002202    ,Eixample,la Nova Esquerra de l'Eixample,GV CORTS CATALANES                                ,Saturday,3,18,23,Night,1,0,1,1,2.154713,41.379561,2017,2017-03-18
2017S007056    ,Eixample,la Nova Esquerra de l'Eixample,París / Rocafort                                  ,Friday,8,18,8,Morning,1,0,1,2,2.143772,41.386487,2017,2017-08-18
2017S000065    ,Eixample,la Nova Esquerra de l'Eixample,CALÀBRIA / Aragó                                  ,Tuesday,1,3,19,Afternoon,1,0,1,2,2.151664,41.382226,2017,2017-01-03
2017S002051    ,Eixample,la Nova Esquerra de l'Eixample,ENTENÇA / Còrsega                                 ,Tuesday,3,14,12,Morning,1,0,1,2,2.143749,41.384787,2017,2017-03-14
2017S005141    ,Eixample,la Nova Esquerra de l'Eixample,Entença / València                                ,Monday,6,12,14,Afternoon,1,0,1,2,2.148276,41.381372,2017,2017-06-12
2017S004892    ,Eixample,la Nova Esquerra de l'Eixample,València / Vilamarí                               ,Saturday,6,3,14,Afternoon,3,0,3,2,2.147159,41.38053,2017,2017-06-03
2017S004816    ,Eixample,la Nova Esquerra de l'Eixample,Roma / Entença                                    ,Thursday,6,1,13,Morning,1,0,1,2,2.14719,41.38219,2017,2017-06-01
2017S008953    ,Eixample,la Nova Esquerra de l'Eixample,Rocafort                                          ,Monday,10,30,3,Night,0,0,0,2,2.149024,41.382383,2017,2017-10-30
2017S004980    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca / Comte d'Urgell                         ,Wednesday,6,7,15,Afternoon,1,0,1,2,2.1528,41.386489,2017,2017-06-07
2017S009774    ,Eixample,Sant Antoni,Corts Catalanes                                   ,Friday,11,24,8,Morning,1,0,1,3,2.158488,41.38174,2017,2017-11-24
2017S006339    ,Eixample,la Nova Esquerra de l'Eixample,París / Calàbria                                  ,Thursday,7,20,13,Morning,2,0,2,2,2.144893,41.387333,2017,2017-07-20
2017S009345    ,Eixample,Sant Antoni,Corts Catalanes / Comte d'Urgell                  ,Saturday,11,11,3,Night,1,0,1,1,2.158561,41.382137,2017,2017-11-11
2017S003086    ,Eixample,Sant Antoni,Corts Catalanes / Comte d'Urgell                  ,Tuesday,4,4,22,Night,2,0,2,2,2.158561,41.382137,2017,2017-04-04
2017S010515    ,Eixample,Sant Antoni,Viladomat / Paral·lel                             ,Wednesday,12,20,7,Morning,1,0,1,2,2.163196,41.374973,2017,2017-12-20
2017S010738    ,Eixample,Sant Antoni,Sepúlveda / Comte Borrell                         ,Thursday,12,28,16,Afternoon,1,0,1,2,2.15868,41.38033,2017,2017-12-28
2017S007133    ,Eixample,Sant Antoni,Comte d'Urgell / Sepúlveda                        ,Wednesday,8,23,9,Morning,1,0,1,2,2.159811,41.381177,2017,2017-08-23
2017S004675    ,Eixample,Sant Antoni,Manso / Comte Borrell                             ,Friday,5,26,21,Afternoon,1,0,1,2,2.162058,41.377777,2017,2017-05-26
2017S005131    ,Eixample,Sant Antoni,Comte d'Urgell / Tamarit                          ,Monday,6,12,9,Morning,1,0,1,2,2.162084,41.379479,2017,2017-06-12
2017S000689    ,Eixample,Sant Antoni,GV CORTS CATALANES                                ,Thursday,1,26,9,Morning,2,0,2,2,2.160219,41.38304,2017,2017-01-26
2017S003826    ,Eixample,Sant Antoni,Paral·lel                                         ,Saturday,4,29,16,Afternoon,0,0,0,1,2.159848,41.374808,2017,2017-04-29
2017S006307    ,Eixample,Sant Antoni,Corts Catalanes                                   ,Wednesday,7,19,13,Morning,2,0,2,2,2.16173,41.384175,2017,2017-07-19
2017S008883    ,Eixample,Sant Antoni,Corts Catalanes                                   ,Friday,10,27,5,Night,1,0,1,1,2.162627,41.385505,2017,2017-10-27
2017S004423    ,Eixample,Sant Antoni,Corts Catalanes / Universitat                     ,Thursday,5,18,22,Night,3,0,3,2,2.163105,41.385547,2017,2017-05-18
2017S004945    ,Eixample,Sant Antoni,Parlament                                         ,Tuesday,6,6,11,Morning,1,0,1,1,2.163739,41.377197,2017,2017-06-06
2017S008097    ,Eixample,la Nova Esquerra de l'Eixample,Provença / Viladomat                              ,Sunday,10,1,17,Afternoon,1,0,1,2,2.149425,41.385628,2017,2017-10-01
2017S002455    ,Eixample,la Nova Esquerra de l'Eixample,AV J TARRADELLAS                                  ,Monday,3,27,17,Afternoon,2,0,2,1,2.143903,41.390273,2017,2017-03-27
2017S004011    ,Eixample,Sant Antoni,Corts Catalanes / Viladomat                       ,Saturday,5,6,14,Afternoon,2,0,2,2,2.156297,41.380433,2017,2017-05-06
2017S005101    ,Eixample,Sant Antoni,Calàbria / Floridablanca                          ,Saturday,6,10,13,Morning,1,0,1,1,2.157555,41.377781,2017,2017-06-10
